"incubation_time","infectious_time","r_zero","lock_1_restrict","lock_2_release","Repeats"
0.73739692395553,-0.782404178548604,0.180036174468696,-0.342810542341322,0.479531405121088,5
-0.543575436491519,0.855689968224615,0.663096580225974,0.00742249397560957,0.303352007512003,5
-0.84501689163968,-0.18723223393783,0.274492298439145,-0.803359517585486,-0.00941452933475373,5
0.0863520134426654,0.432344709783792,-0.901393022350967,0.734808265063912,-0.0558067165128887,5
0.815433975569904,-0.014253560192883,-0.0296899887174368,0.87806335888803,-0.719708243589848,5
0.48391478555277,0.232804579790682,0.680844126604497,0.644107083734125,0.7575083857961,5
-0.157053925171495,-0.95110595067963,-0.640579144544899,-0.557344527244568,0.0800732168741525,5
0.135247057434172,0.94364527169615,-0.343413449600339,-0.427374078631401,-0.347951696664095,5
0.400161721408367,-0.599913540408015,-0.479903142023832,0.237289056293666,-0.373892148435116,5
-0.83917547237128,-0.603935462087393,0.980074692107737,0.160914670247585,0.633540909290314,5
-0.0351929522678256,0.726012536510825,0.422087540980429,0.562286150027066,-0.876385777518153,5
-0.0755018790997565,-0.680890905875713,-0.267209130246192,0.986865695714951,0.894718550592661,5
0.97131005493924,-0.352471151351929,0.769195552431047,0.0852847519516944,-0.14428752919659,5
-0.703574217129499,-0.088599710278213,-0.556795388683677,0.449143264163286,0.584583096429706,5
0.539166509862989,-0.510871681682765,0.494870080910623,-0.915851491894573,-0.771379226054996,5
0.649207938760519,0.10772117074579,-0.398126635402441,-0.978338970392942,0.184416955150664,5
0.3435104351677,-0.236611390635371,-0.953795120138675,-0.234723594337702,0.830448708143085,5
-0.298826031647623,0.122461589556187,-0.728500198144466,-0.196653338596225,-0.955431012120098,5
-0.220795419514179,0.33404728827998,0.919513168558478,-0.512267925143242,-0.579053891934454,5
-0.972936363015324,0.461256101485342,-0.159033416174352,0.292583524417132,-0.494757883362472,5
0.874100502859801,0.807953089475632,-0.0932268980517983,0.406110375374556,0.201471882741898,5
0.259641350787133,0.611036711130291,0.282292277812958,-0.638772659786045,0.933592445068061,5
-0.639646972175688,-0.906349199563265,0.0561564841493964,-0.106714038327336,-0.630598047859967,5
-0.389683027658612,-0.379906879067421,0.595323080904782,0.765202035568655,-0.25374019138515,5
-0.513896093629301,0.53089737797156,-0.812026477921754,-0.742342599052936,0.381891941893846,5
