0.168468517,0.793984798,0.841612292
0.980193274,0.208504145,0.496828435
0.527554039,0.5157651,0.550306175
0.311929812,0.201326493,0.89975661
0.381285583,0.294702202,0.149222309
0.51248839,0.343506684,0.140867245
0.545674365,0.217128661,0.822766428
0.457726411,0.567919078,0.671746462
0.738068253,0.975998306,0.392678411
0.237737609,0.078218582,0.162350005
0.114918944,0.821718169,0.295476495
0.269854046,0.091866817,0.967135616
0.902240378,0.023377655,0.633545696
0.315864673,0.260000147,0.356135795
0.793131363,0.286205041,0.851467243
0.045558247,0.915002984,0.752961741
0.349762765,0.64504956,0.248760409
0.511910616,0.263491375,0.091197994
0.994871792,0.797971956,0.810611957
0.249981642,0.771408489,0.3978406
