1 1 0.10714729786248
1 2 0.131495359851696
1 3 0.106254309516543
1 4 0.0230029276453367
1 5 0.0243706692891135
1 6 0.020403088157166
1 7 0.00359456068364475
1 8 0.0240541670905535
1 9 0.0203804808572688
1 10 0.0211039144539772
1 11 0.00704217391795811
1 12 0.0186849333649836
1 13 0.0610171024223722
1 14 0.0290503803678208
1 15 0.0245515276882905
1 16 0.0310172154588717
1 17 0.0138356675370477
1 18 0.023884612341325
1 19 0.0125357477929623
1 20 0.0203691772073202
1 21 0.00028259124871421
1 22 0.00276939423739926
1 23 0.000825166446245493
1 24 0.00532401912577571
1 25 1.13036499485684e-05
1 26 0.00645438412063255
1 27 0.00223812268981654
1 28 0.00495099867747296
1 29 0.0028598234369878
1 30 0.0278861044231182
1 31 0.0121288163948139
1 32 0.00241898108899364
1 33 0.0151016763312874
1 34 0.000779951846451219
1 35 0.083047916172132
1 36 0.00864729221065482
1 37 0.0263375043801644
1 38 5.6518249742842e-05
1 39 1.13036499485684e-05
1 40 0.000113036499485684
1 41 2.26072998971368e-05
1 42 2.26072998971368e-05
1 43 4.52145997942736e-05
1 44 7.91255496399788e-05
1 45 5.6518249742842e-05
1 47 3.39109498457052e-05
1 48 4.52145997942736e-05
1 49 0.000101732849537116
1 50 3.39109498457052e-05
1 51 5.6518249742842e-05
1 52 2.26072998971368e-05
1 53 6.78218996914104e-05
1 54 5.6518249742842e-05
1 55 3.39109498457052e-05
1 56 5.6518249742842e-05
1 57 1.13036499485684e-05
1 59 3.39109498457052e-05
1 61 7.91255496399788e-05
1 62 4.52145997942736e-05
1 63 2.26072998971368e-05
1 64 3.39109498457052e-05
1 65 6.78218996914104e-05
1 66 5.6518249742842e-05
1 67 6.78218996914104e-05
1 68 5.6518249742842e-05
1 69 1.13036499485684e-05
1 72 5.6518249742842e-05
1 73 6.78218996914104e-05
1 76 1.13036499485684e-05
1 77 7.91255496399788e-05
1 78 3.39109498457052e-05
1 79 1.13036499485684e-05
1 80 1.13036499485684e-05
1 81 4.52145997942736e-05
1 82 6.78218996914104e-05
1 83 2.26072998971368e-05
1 84 6.78218996914104e-05
1 85 2.26072998971368e-05
1 86 1.13036499485684e-05
1 87 0.000180858399177094
1 88 2.26072998971368e-05
1 91 0.000226072998971368
1 92 0.000192162049125663
1 93 0.00056518249742842
1 94 0.00056518249742842
1 95 6.78218996914104e-05
1 96 0.00206856794058802
1 97 0.00177467304192524
1 98 0.000938202945731177
1 99 0.000384324098251325
1 100 0.000180858399177094
1 101 0.000271287598765641
1 104 1.13036499485684e-05
1 105 3.39109498457052e-05
1 106 2.26072998971368e-05
1 107 0.00028259124871421
1 108 7.91255496399788e-05
1 109 0.00108515039506257
1 110 0.00188770954141092
1 111 3.39109498457052e-05
1 112 0.000599093447274125
1 113 0.000327805848508483
1 115 0.000259983948817073
1 116 0.00102863214531972
1 117 4.52145997942736e-05
1 118 3.39109498457052e-05
1 119 7.91255496399788e-05
1 120 0.00399018843184464
1 121 3.39109498457052e-05
1 122 2.26072998971368e-05
1 123 6.78218996914104e-05
1 125 5.6518249742842e-05
1 126 3.39109498457052e-05
1 127 3.39109498457052e-05
1 129 5.6518249742842e-05
1 131 4.52145997942736e-05
1 133 4.52145997942736e-05
1 134 4.52145997942736e-05
1 135 6.78218996914104e-05
1 136 2.26072998971368e-05
1 137 1.13036499485684e-05
1 138 5.6518249742842e-05
1 139 0.000316502198559915
1 140 0.000124340149434252
1 141 0.000689522646862672
1 142 0.00126600879423966
1 143 0.000169554749228526
1 144 4.52145997942736e-05
1 145 0.000113036499485684
1 146 0.000124340149434252
1 147 1.13036499485684e-05
1 148 0.000463449647891304
1 149 4.52145997942736e-05
1 150 0.000361716798354189
1 152 3.39109498457052e-05
